genero,edad,area,modalidad_cursada,nombre_actividad,fecha_inicio,fecha_fin
Femenino,62,CDIR. MITAI XV,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,47,JUZGADO ADMINISTRATIVO DE FALTAS N° 4,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Masculino,61,SUBSECRETARIA DE SALUD,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Masculino,36,DIVISION DE LEGAJOS ,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,55,DIR. GRAL. DE DELEGACIONES BARRIALES,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,46,DPTO. DE MESA DE ENTRADA,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,40,CDIR. XV,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,41,DIRECCION DE HABILITACIONES DE TRANSPORTE DE CARGA Y PARTICULARES,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,52,ALUMBRADO PUBLICO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,44,ESTACIONAMIENTO MEDIDO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Masculino,40,DIRECCION GENERAL DE DELEGACIONES ,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,37,JUZGADO ADMINISTRATIVO DE FALTAS N° 2,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,55,SEC. DE AMBIENTE Y DESARROLLO SUSTENTABLE,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,63,JARDIN MITAI ROGA 4,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS.SEGUNDA COHORTE,14/6/2021,5/7/2021
Femenino,49,DIR. GRAL. DE SEGURIDAD VIAL,CURSO,COMPUTACION BASICA,25/6/2021,30/7/2021
Masculino,59,SUBSECRETARIA DE CAMBIO CULTURAL Y CIUDADANIA,CURSO,COMPUTACION BASICA,25/6/2021,30/7/2021
Masculino,38,SUBSECRETARIA DE COMERCIO,CURSO,COMPUTACION BASICA,25/6/2021,30/7/2021
Femenino,44,DELEGACION,CURSO,COMPUTACION BASICA,25/6/2021,30/7/2021
Femenino,33,DELEGACION MUNICIPAL,CURSO,MEDIAR JUNTOS,30/6/2021,30/7/2021
Femenino,35,DELEGACION MUNICIPAL,CURSO,MEDIAR JUNTOS,30/6/2021,30/7/2021
Masculino,45,DELEGACION SERANTES,CURSO,MEDIAR JUNTOS,30/6/2021,30/7/2021
Masculino,28,SUBSECRETARIA DE COORDINACION DE POLITICAS SOCIALES,CURSO,MEDIAR JUNTOS,30/6/2021,30/7/2021
Masculino,58,DELEGACION BARRIO SERANTE,CURSO,MEDIAR JUNTOS,30/6/2021,30/7/2021
Femenino,53,DELEGACION MUNICIPAL  BARRIO SERANTES,CURSO,MEDIAR JUNTOS,30/6/2021,30/7/2021
